l1_code,l3_code,l3_name,l3_domain,l3_status,l3_trigger,l3_exit_condition,l4_code,l4_name,l4_deliverable,l4_deliverable_type,l4_accountable_role,l4_accountable_family,l5_step,agentifiability,agent_human_touchpoint,agent_d1_input_struct,agent_d2_rule_clear,agent_d3_output_verify,agent_d4_api_reach,agent_d5_fallback,agent_d6_compliance,agent_score_total,sla_hours,sla_source,version,valid_from,source_notes
L1-01,L3-SFC,策略可行性评估与沟通流程,设计细分,active,,,L4-SFC-03,策略沟通落地,《传达完成度报告》,报告,,,,Aug,,2,1,2,1,1,1,8,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 蓝图:流程蓝图_L3-SFC_策略可行性评估与沟通流程_V1.0.md; 旧版溯源:L4溯源:原文档溯源:流程库 | L3原编码:L3-PROC-08 | L3修改类型:编码修改 | L3来源:L2流程库+L3流程库+注册表+设计-L5 | V5交付物更新
L1-05,L3-SLM,权益上市推广,权益,active,,,L4-SLM-01,权益定价与成本核算,《定价方案》；内部发布通知,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SLM_权益上市推广_V1.0.md
L1-05,L3-SLM,权益上市推广,权益,active,,,L4-SLM-02,法务与合规审查前置,《合规审查意见书》；触达记录,数据表,,,,Aug,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SLM_权益上市推广_V1.0.md
L1-05,L3-SLM,权益上市推广,权益,active,,,L4-SLM-03,跨部门联动沟通,《联动沟通记录》；《试点报告》,报告,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SLM_权益上市推广_V1.0.md
L1-05,L3-SLM,权益上市推广,权益,active,,,L4-SLM-04,上市前准备与内部发布,发布数据,数据表,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SLM_权益上市推广_V1.0.md
L1-05,L3-SLM,权益上市推广,权益,active,,,L4-SLM-05,目标受益方触达与告知,权益上市推广素材,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-SLM_权益上市推广_V1.0.md"
L1-05,L3-SLM,权益上市推广,权益,active,,,L4-SLM-06,首批试点与验证,《试点报告》,报告,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SLM_权益上市推广_V1.0.md
L1-05,L3-SLM,权益上市推广,权益,active,,,L4-SLM-07,灰度放量与全量发布,发布数据,数据表,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SLM_权益上市推广_V1.0.md
L1-05,L3-SLM,权益上市推广,权益,active,,,L4-SLM-08,上市效果评估与复盘,《上市效果评估》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SLM_权益上市推广_V1.0.md
L1-05,L3-SOB,服务项寻源与上架,权益,active,,,L4-SOB-01,服务寻源,《服务寻源报告》,报告,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SOB_服务项寻源与上架_V1.0.md
L1-05,L3-SOB,服务项寻源与上架,权益,active,,,L4-SOB-02,服务设计,《服务设计文档》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SOB_服务项寻源与上架_V1.0.md
L1-05,L3-SOB,服务项寻源与上架,权益,active,,,L4-SOB-03,服务上架,发布通知/上架确认,方案,,,,Auto,人工执行：服务上架,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SOB_服务项寻源与上架_V1.0.md
L1-05,L3-SPD,服务流程配置与培训,权益,active,,,L4-SPD-01,服务流程设计,《服务流程设计文档》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SPD_服务流程配置与培训_V1.0.md
L1-05,L3-SPD,服务流程配置与培训,权益,active,,,L4-SPD-02,服务流程培训,内训素材（PPT/文档）,数据表,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-SPD_服务流程配置与培训_V1.0.md"
L1-01,L3-SPE,人员绩效管理流程,设计细分,active,,,L4-SPE-01,目标体系设计,业务目标分解方案,方案,,,,Aug,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-SPE_战略目标与绩效体系建立_V1.0.md"
L1-01,L3-SPE,人员绩效管理流程,设计细分,active,,,L4-SPE-02,指标系统建立,岗位KPI指标方案,方案,,,,Aug,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-SPE_战略目标与绩效体系建立_V1.0.md"
L1-01,L3-SPE,人员绩效管理流程,设计细分,active,,,L4-SPE-03,绩效管理机制,绩效方案（按岗位/板块下发）,报告,,,,Aug,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-SPE_战略目标与绩效体系建立_V1.0.md"
L1-05,L3-SPO,服务跟踪处理与优化,权益,active,,,L4-SPO-01,例行服务监控,监控数据/《例行服务监控报告》,报告,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SPO_服务跟踪处理与优化_V1.0.md
L1-05,L3-SPO,服务跟踪处理与优化,权益,active,,,L4-SPO-02,服务过程管理,《服务过程管理记录》,数据表,,,,Aug,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SPO_服务跟踪处理与优化_V1.0.md
L1-05,L3-SPO,服务跟踪处理与优化,权益,active,,,L4-SPO-03,问题与变更管理,系统问题反馈表,数据表,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SPO_服务跟踪处理与优化_V1.0.md
L1-05,L3-SRE,战略风险评价流程,设计细分,active,,,L4-RM-01,战略风险识别与评估,初步风险清单 + 风险评级矩阵,数据表,,,,Hybrid,人工执行：战略风险识别与评估,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SRE_战略风险评价流程_V1.1.md
L1-05,L3-SRE,战略风险评价流程,设计细分,active,,,L4-RM-02,风险应对策略制定,风险应对预案集,方案,,,,Hybrid,人工执行：风险应对策略制定,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SRE_战略风险评价流程_V1.1.md
L1-05,L3-SRE,战略风险评价流程,设计细分,active,,,L4-RM-03,风险登记与沟通,正式风险登记册（主交付物）+ 风险沟通记录,数据表,,,,Auto,人工执行：风险登记与沟通,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SRE_战略风险评价流程_V1.1.md
L1-05,L3-SRM,资源管理与协调,跨域综合,active,,,L4-SRM-01,外部资源对接,《外部资源对接》,方案,,,,Auto,,2,1,2,1,1,1,8,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 旧版溯源:L4溯源:原文档溯源:流程库 | L3来源:L2流程库+L3流程库+RACI-经代+注册表+经代-L5+经代-二级 | V5交付物更新
L1-05,L3-SRM,资源管理与协调,跨域综合,active,,,L4-SRM-02,转介渠道管理,《转介渠道管理记录》,数据表,,,,Hybrid,,2,1,2,1,1,1,8,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 旧版溯源:L4溯源:原文档溯源:流程库 | L3来源:L2流程库+L3流程库+RACI-经代+注册表+经代-L5+经代-二级 | V5交付物更新
L1-05,L3-SSD,同行经代服务方案设计,权益,active,,,L4-SSD-01,服务方案框架设计,同行经代服务方案（Word/PPT）,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-SSD_同行经代服务方案设计_V1.0.md"
L1-05,L3-SSD,同行经代服务方案设计,权益,active,,,L4-SSD-02,个性化方案编写与评审,《个性化方案》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SSD_同行经代服务方案设计_V1.0.md
L1-05,L3-SSVA,服务结算与价值核算,权益,active,,,L4-SSVA-01,服务对账,服务对账单,数据表,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-SSVA-01/02; 蓝图:流程蓝图_L3-SSVA_服务结算与价值核算_V1.0.md"
L1-05,L3-SSVA,服务结算与价值核算,权益,active,,,L4-SSVA-02,激励结算,INVOICE/对账单/激励结算单,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-SSVA-01/02; 蓝图:流程蓝图_L3-SSVA_服务结算与价值核算_V1.0.md"
L1-05,L3-SSVA,服务结算与价值核算,权益,active,,,L4-SSVA-03,成本测算及预算,《成本测算及预算》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SSVA_服务结算与价值核算_V1.0.md
L1-05,L3-SSVA,服务结算与价值核算,权益,active,,,L4-SSVA-04,制定预算计划,《制定预算计划》,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SSVA_服务结算与价值核算_V1.0.md
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-ACTV-01,商考活动服务（服务需求提交）,《服务需求单》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-ACTV-02,商考活动服务（服务处理与执行）,《服务执行记录》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-ACTV-03,商考活动服务（服务确认与反馈）,《服务确认书》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-BRND-01,品牌营销服务（服务需求提交）,《服务需求单》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-BRND-02,品牌营销服务（服务处理与执行）,《服务执行记录》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-BRND-03,品牌营销服务（服务确认与反馈）,《服务确认书》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-COCH-01,教练陪跑服务（服务需求提交）,《服务需求单》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-COCH-02,教练陪跑服务（服务处理与执行）,《服务执行记录》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-COCH-03,教练陪跑服务（服务确认与反馈）,《服务确认书》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-CONS-01,咨询顾问服务（服务需求提交）,《服务需求单》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-CONS-02,咨询顾问服务（服务处理与执行）,《服务执行记录》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-CONS-03,咨询顾问服务（服务确认与反馈）,《服务确认书》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-IMED-01,移民教育服务（服务需求提交）,《服务需求单》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-IMED-02,移民教育服务（服务处理与执行）,《服务执行记录》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-IMED-03,移民教育服务（服务确认与反馈）,《服务确认书》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-STLM-01,结算支持服务（服务需求提交）,《服务需求单》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-STLM-02,结算支持服务（服务处理与执行）,《服务执行记录》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-STLM-03,结算支持服务（服务确认与反馈）,《服务确认书》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-TRNG-01,课程培训服务（服务需求提交）,《服务需求单》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-TRNG-02,课程培训服务（服务处理与执行）,《服务执行记录》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-TRNG-03,课程培训服务（服务确认与反馈）,《服务确认书》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-TRVL-01,机酒车出行服务（服务需求提交）,《服务需求单》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-TRVL-02,机酒车出行服务（服务处理与执行）,《服务执行记录》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-05,L3-SVC,权益服务执行与支持,权益,active,,,L4-SVC-TRVL-03,机酒车出行服务（服务确认与反馈）,《服务确认书》,方案,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:流程蓝图_L3-SVC_权益服务执行与支持（合并提案）_V1.0.md; L1映射:推断; 合并对象:ACTV/BRND/COCH/CONS/IMED/TRNG/TRVL/STLM
L1-02,L3-UCA,联合运营合约E2E,经代业务,active,,,L4-UCS-01,交付物质量与合规性终验,已签署合同,合同,,,,Aug,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; L1映射:推断; 蓝图:流程蓝图_L3-UCA_联合运营合约E2E_V1.0.md
L1-02,L3-UCA,联合运营合约E2E,经代业务,active,,,L4-UCS-02,交付包整合与知识转移准备,《交付物包》,方案,,,,Auto,人工执行：交付包整合与知识转移准备,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; L1映射:推断; 蓝图:流程蓝图_L3-UCA_联合运营合约E2E_V1.0.md
L1-02,L3-UCA,联合运营合约E2E,经代业务,active,,,L4-UCT-01,动态条款库配置,《合同草案V1》,合同,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; L1映射:推断; 蓝图:流程蓝图_L3-UCA_联合运营合约E2E_V1.0.md
L1-02,L3-UCA,联合运营合约E2E,经代业务,active,,,L4-UCT-02,经代机构审批节点嵌入,《审批节点配置说明》,数据表,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; L1映射:推断; 蓝图:流程蓝图_L3-UCA_联合运营合约E2E_V1.0.md
L1-02,L3-UCA,联合运营合约E2E,经代业务,active,,,L4-UCT-03,合同附件准备,合同/协议文件,合同,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; L1映射:推断; 蓝图:流程蓝图_L3-UCA_联合运营合约E2E_V1.0.md
L1-04,L3-URD,联合运营需求诊断,经代业务,active,,,L4-URD-01,业务现状调研与分析,《重复机构检查报告》,报告,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-URD_联合运营需求诊断_V1.2.md
L1-04,L3-URD,联合运营需求诊断,经代业务,active,,,L4-URD-02,需求初筛,《数字化成熟度报告》,报告,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-URD_联合运营需求诊断_V1.2.md
L1-04,L3-URD,联合运营需求诊断,经代业务,active,,,L4-URD-03,初步商机规模预测,《商机规模预测》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-URD_联合运营需求诊断_V1.2.md
L1-04,L3-URD,联合运营需求诊断,经代业务,active,,,L4-URD-04,机构战略匹配度评估,《战略匹配度评分》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-URD_联合运营需求诊断_V1.2.md
L1-04,L3-URD,联合运营需求诊断,经代业务,active,,,L4-URD-05,联合运营需求诊断,《重复机构检查报告》+《数字化成熟度报告》+《商机规模预测》+《战略匹配度评分》。P1熔断: 批次8确认联合运营判断需长期合作后才能识别，无前置诊断标准,报告,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-URD_联合运营需求诊断_V1.2.md"
L1-04,L3-URD,联合运营需求诊断,经代业务,active,,,L4-URD-06,合规风险评估,《合规尽调报告》+《合规风险评估报告》,报告,Terresa（合规负责人）,,,Hybrid,,,,,,,,,,,1,2026-07-17,UCR合并入URD，DF补充注册（VN-URD-02）
L1-04,L3-URF,联合运营资源规整与框架方案设计,经代业务,active,,,L4-URF-01,标准化资源库调用,《联合运营框架方案》,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-URF_联合运营资源规整与框架方案设计_V1.0.md
L1-04,L3-URF,联合运营资源规整与框架方案设计,经代业务,active,,,L4-URF-02,定制化内容方案设计,《定制化内容方案设计》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-URF_联合运营资源规整与框架方案设计_V1.0.md
L1-03,L3-USV,运营服务事项设计与内部验证,MGA,active,,,L4-USV-01,最小可行方案（MVP）原型构建,《服务事项设计书》,方案,,,,Hybrid,,2,1,2,1,1,1,8,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 旧版溯源:L4溯源:原文档溯源:流程库 | L3原编码:L3-BMC-04 | L3修改类型:编码修改 | L3来源:L2流程库+L3流程库+注册表+联合-L5 | V5交付物更新
L1-03,L3-USV,运营服务事项设计与内部验证,MGA,active,,,L4-USV-02,联合评审与迭代优化,《组织与岗位方案》,方案,,,,Hybrid,,2,1,2,1,1,1,8,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 旧版溯源:L4溯源:原文档溯源:流程库 | L3原编码:L3-BMC-04 | L3修改类型:编码修改 | L3来源:L2流程库+L3流程库+注册表+联合-L5 | V5交付物更新
L1-03,L3-USV,运营服务事项设计与内部验证,MGA,active,,,L4-USV-03,最终交付物制作与标准核定,《最终交付物制作与标准核定》,方案,,,,Auto,人工执行：最终交付物制作与标准核定,1,0,1,0,0,1,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 旧版溯源:L4溯源:原文档溯源:流程库 | L3原编码:L3-BMC-04 | L3修改类型:编码修改 | L3来源:L2流程库+L3流程库+注册表+联合-L5 | V5交付物更新
L1-03,L3-USV,运营服务事项设计与内部验证,MGA,active,,,L4-USV-04,交付物内部验收与知识转移准备,《交付物内部验收与知识转移准备》,方案,,,,Auto,,2,1,2,1,1,1,8,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 旧版溯源:L4溯源:原文档溯源:流程库 | L3原编码:L3-BMC-04 | L3修改类型:编码修改 | L3来源:L2流程库+L3流程库+注册表+联合-L5 | V5交付物更新
L1-05,L3-VPV,价值主张设计与验证流程,设计细分,active,,,L4-VP-01,价值主张创意生成,价值主张创意方案,方案,,,,Hybrid,人工执行：价值主张创意生成,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-VPV_价值主张设计与验证流程_V1.1.md
L1-05,L3-VPV,价值主张设计与验证流程,设计细分,active,,,L4-VP-02,主张验证与优化,结构化价值主张草案 + 可行性评审报告 + 概念测试反馈报告,报告,,,,Auto,人工执行：主张验证与优化,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-VPV_价值主张设计与验证流程_V1.1.md
L1-05,L3-VPV,价值主张设计与验证流程,设计细分,active,,,L4-VP-03,沟通指引与批准,沟通指南与核心信息 + 批准的价值主张文档（主交付物）,方案,,,,Hybrid,人工执行：沟通指引与批准,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-VPV_价值主张设计与验证流程_V1.1.md
